,AF,CF,MF,ctrl,max_s
0,False,False,False,False,0.286203408592926
1,True,True,True,False,1.2755849964134742
2,True,True,True,False,1.3122684769692976
3,False,True,True,False,1.1892723632855515
4,False,True,True,False,1.2058691439374365
5,False,False,False,False,0.331336417433783
6,True,False,False,False,0.6086372654427423
7,False,False,False,False,0.1097592918292723
8,False,False,True,False,0.4344169109512893
9,True,False,False,False,0.4769556757485694
10,False,False,False,False,-0.0109218312009133
11,True,False,True,False,0.8684964522030487
12,False,False,False,False,0.3445231419746841
13,False,False,False,False,-0.0113714407338368
14,False,False,False,False,-0.0748207585011081
15,False,False,False,False,0.1291025935628448
16,False,False,False,False,0.0523011202768934
17,False,False,False,False,0.0235972777859148
18,False,False,False,False,0.0193868878693234
19,False,False,False,False,0.2812970441103071
20,False,False,False,False,0.0349630065802192
21,False,True,True,False,1.1001558904492
22,False,False,False,False,0.0235796862917334
23,True,True,True,False,1.28034379034474
24,False,False,False,False,0.0007141915065518
25,False,False,False,False,-0.0085019904568285
26,False,True,False,False,1.0813117827140937
27,False,False,False,False,0.0732959125543551
28,True,True,True,False,1.3202422723472615
29,True,False,False,False,0.7200341916747295
30,False,False,False,False,0.1435394880963217
31,False,False,False,False,0.1869409454831593
32,False,False,False,False,0.0328287245809426
33,False,False,True,False,0.42693683008409
34,False,False,False,False,-0.0010691336447996
35,False,False,False,False,0.0048399575526737
36,True,True,True,False,1.4397306255147446
37,False,False,False,False,-0.0076879284646667
38,True,True,True,False,1.4546448550500133
39,False,False,False,False,-0.0302295085030536
40,True,True,True,False,1.200204569557327
41,True,True,True,False,0.711050784337577
42,False,False,False,False,0.0910962726599115
43,True,True,True,False,0.9409171539648844
44,True,True,True,False,1.1497092155526378
45,True,True,True,False,1.2575144721930025
46,True,True,True,False,1.304824103821753
47,False,False,False,False,0.3706204215645687
48,True,True,True,False,1.4208651126662426
49,True,True,True,False,1.257012499932284
50,True,True,True,False,1.3884710447601107
51,True,True,True,False,1.2011487779365058
52,True,True,True,False,1.1017847774388092
53,True,True,True,False,1.410299779821342
54,True,True,True,False,1.4142175820756822
55,True,True,True,False,1.3900757236986676
56,True,True,True,False,1.4450964544559315
57,False,False,False,False,0.1660616708592195
58,False,False,False,False,0.0071994872144744
59,False,False,False,False,0.0027410059040704
